,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
4832,4515,Lago di Porta: ciclabile,https://www.piste-ciclabili.com/itinerari/4515-lago-di-porta-ciclabile,7 km,ciclopedonale,terra,5 %,7 m,15
4833,1479,Lago Trasimeno,https://www.piste-ciclabili.com/itinerari/1479-lago-trasimeno,49 km,sentiero,misto,0 %,0 m,15
4834,5127,Lammari: breve giro di paese,https://www.piste-ciclabili.com/itinerari/5127-lammari-breve-giro-di-paese,2 km,ciclostrada,asfalto,3 %,3 m,15
4835,5382,Lamporecchio - Casalguidi (salita del San Baronto),https://www.piste-ciclabili.com/itinerari/5382-lamporecchio-casalguidi-salita-del-san-baronto,11 km,strada,asfalto,26 %,291 m,15
4836,4362,Lanciole - Piteglio,https://www.piste-ciclabili.com/itinerari/4362-lanciole-piteglio,13 km,ciclostrada,asfalto,28 %,300 m,15
4837,5748,Lappato - Tofori,https://www.piste-ciclabili.com/itinerari/5748-lappato-tofori,5 km,ciclostrada,asfalto,20 %,176 m,15
4838,5402,Larciano: salita al castello,https://www.piste-ciclabili.com/itinerari/5402-larciano-salita-al-castello,3 km,strada,asfalto,15 %,119 m,15
4839,4253,Le Focette - Valdicastello Carducci,https://www.piste-ciclabili.com/itinerari/4253-le-focette-valdicastello-carducci,9 km,strada,asfalto,25 %,245 m,15
4840,5555,Le Lame di Capraia (strada forestale),https://www.piste-ciclabili.com/itinerari/5555-le-lame-di-capraia-strada-forestale,7 km,sentiero,ghiaia,22 %,160 m,15
4841,4504,Le Macchie di San Piero - Pittini,https://www.piste-ciclabili.com/itinerari/4504-le-macchie-di-san-piero-pittini,10 km,ciclostrada,misto,25 %,50 m,15
4842,5646,Le Piastre - Le Forri - Botro - Vivaio (anello),https://www.piste-ciclabili.com/itinerari/5646-le-piastre-le-forri-botro-vivaio-anello,5 km,ciclostrada,asfalto,25 %,161 m,15
4843,4601,Le Piastre - Prunetta,https://www.piste-ciclabili.com/itinerari/4601-le-piastre-prunetta,5 km,ciclostrada,asfalto,22 %,212 m,15
4844,4806,Le Piastre - Prunetta (per Via degli Incassi),https://www.piste-ciclabili.com/itinerari/4806-le-piastre-prunetta-per-via-degli-incassi,4 km,sentiero,misto,1 %,188 m,15
4845,5206,Le Regine - Abetone (salita lungo la SS.12),https://www.piste-ciclabili.com/itinerari/5206-le-regine-abetone-salita-lungo-la-ss12,3 km,strada,asfalto,22 %,122 m,15
4846,4625,Le Torri di Popiglio,https://www.piste-ciclabili.com/itinerari/4625-le-torri-di-popiglio,15 km,ciclostrada,misto,0 %,455 m,15
4847,5787,Lido di Camaiore - Camaiore per la L1,https://www.piste-ciclabili.com/itinerari/5787-lido-di-camaiore-camaiore-per-la-l1,13 km,ciclostrada,misto,13 %,59 m,15
4848,5235,Lido di Camaiore: attraversamento longitudinale (alternativa al lungomare ed all'Aurelia),https://www.piste-ciclabili.com/itinerari/5235-lido-di-camaiore-attraversamento-longitudinale-alternativa-al-lungomare-ed-allaurelia,3 km,strada,asfalto,1 %,4 m,15
4849,5272,Lido di Camaiore: ciclabile di collegamento fra la Ciclabile Versilia e la Via Aurelia,https://www.piste-ciclabili.com/itinerari/5272-lido-di-camaiore-ciclabile-di-collegamento-fra-la-ciclabile-versilia-e-la-via-aurelia,1 km,ciclabile,asfalto,2 %,4 m,15
4850,5544,Lido di Camaiore: ciclabile di Piazza Marta Abba,https://www.piste-ciclabili.com/itinerari/5544-lido-di-camaiore-ciclabile-di-piazza-marta-abba,1 km,ciclabile,asfalto,0 %,0 m,15
4851,5147,Lido di Camaiore: ciclabile di Via del Secco,https://www.piste-ciclabili.com/itinerari/5147-lido-di-camaiore-ciclabile-di-via-del-secco,1 km,ciclabile,asfalto,5 %,3 m,15
4852,5250,Lido di Camaiore: dalla Ciclabile del Secco alla Ciclabile dell'Ospedale,https://www.piste-ciclabili.com/itinerari/5250-lido-di-camaiore-dalla-ciclabile-del-secco-alla-ciclabile-dellospedale,1 km,ciclostrada,asfalto,0 %,2 m,15
4853,4767,Lido di Camaiore: fra città e campagna,https://www.piste-ciclabili.com/itinerari/4767-lido-di-camaiore-fra-citt-e-campagna,9 km,ciclostrada,asfalto,3 %,3 m,15
4854,4764,Lido di Camaiore: giro della campagna ad Est della Ferrovia,https://www.piste-ciclabili.com/itinerari/4764-lido-di-camaiore-giro-della-campagna-ad-est-della-ferrovia,7 km,ciclostrada,asfalto,5 %,6 m,15
4855,4574,Lido di Camiore: Ciclabile dell'Ospedale,https://www.piste-ciclabili.com/itinerari/4574-lido-di-camiore-ciclabile-dellospedale,1 km,ciclabile,asfalto,5 %,2 m,15
4856,3302,Ligonchio (RE) - Rifugio Cesare Battisti,https://www.piste-ciclabili.com/itinerari/3302-ligonchio-re-rifugio-cesare-battisti,17 km,ciclopedonale,ghiaia,28 %,877 m,15
4857,4144,Livorno: Bretella Coteto,https://www.piste-ciclabili.com/itinerari/4144-livorno-bretella-coteto,1 km,ciclabile,asfalto,2 %,3 m,15
4858,1948,Livorno: Cecina mare - Loc. le Gorette,https://www.piste-ciclabili.com/itinerari/1948-livorno-cecina-mare-loc-le-gorette,1 km,ciclabile,asfalto,5 %,10 m,15
4859,5167,Livorno: ciclabile via di Collinaia,https://www.piste-ciclabili.com/itinerari/5167-livorno-ciclabile-via-di-collinaia,2 km,ciclabile,asfalto,5 %,8 m,15
4860,1071,Livorno: lungomare,https://www.piste-ciclabili.com/itinerari/1071-livorno-lungomare,1 km,ciclopedonale,misto,0 %,2 m,15
4861,1072,Livorno: stazione - porto,https://www.piste-ciclabili.com/itinerari/1072-livorno-stazione-porto,3 km,ciclopedonale,asfalto,2 %,12 m,15
4862,1947,Livorno: Vada - Loc. La mazzanta,https://www.piste-ciclabili.com/itinerari/1947-livorno-vada-loc-la-mazzanta,1 km,ciclabile,asfalto,1 %,3 m,15
4863,963,Livorno: Vada - Via della torre,https://www.piste-ciclabili.com/itinerari/963-livorno-vada-via-della-torre,1 km,ciclabile,asfalto,3 %,3 m,15
4864,4538,Livorno: via Carlo Cattaneo,https://www.piste-ciclabili.com/itinerari/4538-livorno-via-carlo-cattaneo,1 km,ciclostrada,asfalto,0 %,1 m,15
4865,3984,Livorno: viale Giovanni Boccaccio,https://www.piste-ciclabili.com/itinerari/3984-livorno-viale-giovanni-boccaccio,1 km,ciclabile,,3 %,4 m,15
4866,5165,Livorno: viale Ippolito Nievo - viale Carducci,https://www.piste-ciclabili.com/itinerari/5165-livorno-viale-ippolito-nievo-viale-carducci,1 km,ciclabile,asfalto,0 %,1 m,15
4867,4586,Lombrici - Metato,https://www.piste-ciclabili.com/itinerari/4586-lombrici-metato,4 km,ciclostrada,asfalto,26 %,316 m,15
4868,4143,Lorenzini - Etruschi,https://www.piste-ciclabili.com/itinerari/4143-lorenzini-etruschi,1 km,ciclabile,asfalto,1 %,3 m,15
4869,3878,Lucardo - Monte Albino - Montespertoli,https://www.piste-ciclabili.com/itinerari/3878-lucardo-monte-albino-montespertoli,9 km,strada,asfalto,25 %,286 m,15
4870,4498,Lucca (Pontetetto) - S.Maria del Giudice,https://www.piste-ciclabili.com/itinerari/4498-lucca-pontetetto-smaria-del-giudice,9 km,ciclostrada,asfalto,10 %,76 m,15
4871,1969,Lucca - Bocca di Serchio - Viareggio,https://www.piste-ciclabili.com/itinerari/1969-lucca-bocca-di-serchio-viareggio,42 km,sentiero,ghiaia,6 %,24 m,15
4872,4500,Lucca - Capannori (anello),https://www.piste-ciclabili.com/itinerari/4500-lucca-capannori-anello,8 km,strada,asfalto,5 %,3 m,15
4873,4966,Lucca - fonti dell'acquedotto del Nottolini,https://www.piste-ciclabili.com/itinerari/4966-lucca-fonti-dellacquedotto-del-nottolini,4 km,ciclostrada,asfalto,2 %,5 m,15
4874,1411,Lucca - Guamo: acquedotto Nottolini,https://www.piste-ciclabili.com/itinerari/1411-lucca-guamo-acquedotto-nottolini,4 km,ciclopedonale,misto,5 %,16 m,15
4875,4340,Lucca - Lido di Camaiore,https://www.piste-ciclabili.com/itinerari/4340-lucca-lido-di-camaiore,32 km,strada,asfalto,25 %,219 m,15
4876,4305,Lucca - Lunata - Lammari (anello),https://www.piste-ciclabili.com/itinerari/4305-lucca-lunata-lammari-anello,10 km,strada,asfalto,5 %,6 m,15
4877,4535,Lucca - Massaciuccoli (Ciclopedonale di Puccini),https://www.piste-ciclabili.com/itinerari/4535-lucca-massaciuccoli-ciclopedonale-di-puccini,18 km,ciclostrada,misto,13 %,32 m,15
4878,4459,Lucca - Mastiano - Gugliano - Aquilea,https://www.piste-ciclabili.com/itinerari/4459-lucca-mastiano-gugliano-aquilea,15 km,strada,asfalto,27 %,219 m,15
4879,4325,Lucca - Monte Serra,https://www.piste-ciclabili.com/itinerari/4325-lucca-monte-serra,25 km,strada,asfalto,25 %,917 m,15
4880,4233,Lucca - Mutigliano,https://www.piste-ciclabili.com/itinerari/4233-lucca-mutigliano,7 km,ciclostrada,misto,8 %,29 m,15
4881,4785,Lucca - Pieve San Paolo,https://www.piste-ciclabili.com/itinerari/4785-lucca-pieve-san-paolo,5 km,ciclostrada,asfalto,2 %,4 m,15
4882,1466,Lucca - Ponte a Moriano lungofiume,https://www.piste-ciclabili.com/itinerari/1466-lucca-ponte-a-moriano-lungofiume,7 km,sentiero,misto,1 %,17 m,15
4883,4229,Lucca - Pontetetto,https://www.piste-ciclabili.com/itinerari/4229-lucca-pontetetto,3 km,ciclopedonale,asfalto,5 %,9 m,15
4884,4306,Lucca - San Ginese,https://www.piste-ciclabili.com/itinerari/4306-lucca-san-ginese,13 km,strada,asfalto,20 %,74 m,15
4885,4883,Lucca - Valdottavo per la via di Moriano e la Via Lodovica,https://www.piste-ciclabili.com/itinerari/4883-lucca-valdottavo-per-la-via-di-moriano-e-la-via-lodovica,17 km,strada,asfalto,20 %,73 m,15
4886,4380,Lucca - Viareggio (per strade non transitate),https://www.piste-ciclabili.com/itinerari/4380-lucca-viareggio-per-strade-non-transitate,34 km,ciclostrada,misto,27 %,440 m,15
4887,4287,Lucca : ciclabile lungo la circonvallazione,https://www.piste-ciclabili.com/itinerari/4287-lucca-ciclabile-lungo-la-circonvallazione,1 km,ciclopedonale,asfalto,3 %,5 m,15
4888,5711,Lucca Ciclabile lungo la circonvallazione da Porta S.Anna a Porta S.Donato,https://www.piste-ciclabili.com/itinerari/5711-lucca-ciclabile-lungo-la-circonvallazione-da-porta-sanna-a-porta-sdonato,1 km,ciclopedonale,asfalto,5 %,2 m,15
4889,5157,Lucca Montesanquirico: salita per i Poveri Vecchi e ritorno per le Madonne Bianche (anello),https://www.piste-ciclabili.com/itinerari/5157-lucca-montesanquirico-salita-per-i-poveri-vecchi-e-ritorno-per-le-madonne-bianche-anello,3 km,ciclostrada,misto,10 %,42 m,15
4890,4372,Lucca- Marlia (Villa Reale),https://www.piste-ciclabili.com/itinerari/4372-lucca-marlia-villa-reale,8 km,strada,asfalto,4 %,49 m,15
4891,5352,Lucca-Sorbano del Vescovo-Parezzana-Massa Macinaia-Colognora-Tassignano-Capannori,https://www.piste-ciclabili.com/itinerari/5352-lucca-sorbano-del-vescovo-parezzana-massa-macinaia-colognora-tassignano-capannori,13 km,ciclostrada,asfalto,20 %,37 m,15
4892,5951,Lucca. ciclabile attorno al Piazzale Don Franco Baroni,https://www.piste-ciclabili.com/itinerari/5951-lucca-ciclabile-attorno-al-piazzale-don-franco-baroni,1 km,ciclabile,asfalto,1 %,2 m,15
4893,5159,Lucca: al Parco Fluviale per Via del Palazzaccio,https://www.piste-ciclabili.com/itinerari/5159-lucca-al-parco-fluviale-per-via-del-palazzaccio,1 km,ciclostrada,asfalto,4 %,4 m,15
4894,5468,Lucca: Anello della Billona e ValleBuia,https://www.piste-ciclabili.com/itinerari/5468-lucca-anello-della-billona-e-vallebuia,4 km,ciclostrada,asfalto,5 %,25 m,15
4895,4388,Lucca: ciclabile di Via Barsanti e Matteucci (collegamento fra centro e ciclopedonale di Puccini),https://www.piste-ciclabili.com/itinerari/4388-lucca-ciclabile-di-via-barsanti-e-matteucci-collegamento-fra-centro-e-ciclopedonale-di-puccini,2 km,ciclabile,misto,5 %,5 m,15
4896,4425,Lucca: ciclabile di Via San Lazzaro,https://www.piste-ciclabili.com/itinerari/4425-lucca-ciclabile-di-via-san-lazzaro,1 km,ciclabile,asfalto,0 %,2 m,15
4897,4428,Lucca: ciclabile di Via Tofanelli e Via Ponsicchi,https://www.piste-ciclabili.com/itinerari/4428-lucca-ciclabile-di-via-tofanelli-e-via-ponsicchi,1 km,ciclabile,asfalto,1 %,2 m,15
4898,4310,Lucca: ciclabile di Viale Puccini,https://www.piste-ciclabili.com/itinerari/4310-lucca-ciclabile-di-viale-puccini,3 km,ciclopedonale,asfalto,1 %,4 m,15
4899,6195,Lucca: Ciclabile lungo Via Matteo Civitali (SS12),https://www.piste-ciclabili.com/itinerari/6195-lucca-ciclabile-lungo-via-matteo-civitali-ss12,1 km,ciclopedonale,asfalto,0 %,0 m,15
4900,4283,Lucca: ciclabile Viale Castracani - Via Alighieri,https://www.piste-ciclabili.com/itinerari/4283-lucca-ciclabile-viale-castracani-via-alighieri,3 km,ciclopedonale,asfalto,5 %,4 m,15
4901,5709,Lucca: Ciclopedonale lungo la Circonvallazione da Porta S.Pietro a Porta Elisa,https://www.piste-ciclabili.com/itinerari/5709-lucca-ciclopedonale-lungo-la-circonvallazione-da-porta-spietro-a-porta-elisa,2 km,ciclopedonale,asfalto,10 %,3 m,15
4902,5922,Lucca: collegamento fra parco giochi di Via dei Cavalletti e Via Don Minzoni con il Tirassegno,https://www.piste-ciclabili.com/itinerari/5922-lucca-collegamento-fra-parco-giochi-di-via-dei-cavalletti-e-via-don-minzoni-con-il-tirassegno,1 km,ciclostrada,misto,0 %,0 m,15
4903,6199,Lucca: Collegamento tra Via Farnesi e Via Civitali,https://www.piste-ciclabili.com/itinerari/6199-lucca-collegamento-tra-via-farnesi-e-via-civitali,1 km,ciclopedonale,terra,2 %,1 m,15
4904,6196,Lucca: Collegamento tra Via Farnesi e Via Civitali,https://www.piste-ciclabili.com/itinerari/6196-lucca-collegamento-tra-via-farnesi-e-via-civitali,1 km,ciclopedonale,terra,0 %,-10 m,15
4905,6197,Lucca: Collegamento tra Via Farnesi e Via Civitali,https://www.piste-ciclabili.com/itinerari/6197-lucca-collegamento-tra-via-farnesi-e-via-civitali,1 km,ciclopedonale,terra,0 %,-10 m,15
4906,6198,Lucca: Collegamento tra Via Farnesi e Via Civitali,https://www.piste-ciclabili.com/itinerari/6198-lucca-collegamento-tra-via-farnesi-e-via-civitali,1 km,ciclopedonale,terra,2 %,1 m,15
4907,6200,Lucca: Collegamento tra Via Farnesi e Via Civitali ed innesto sulla ciclabile di questa via.,https://www.piste-ciclabili.com/itinerari/6200-lucca-collegamento-tra-via-farnesi-e-via-civitali-ed-innesto-sulla-ciclabile-di-questa-via,1 km,ciclopedonale,terra,0 %,0 m,15
4908,5133,Lucca: dalla stazione F.S. al Polo Fieristico,https://www.piste-ciclabili.com/itinerari/5133-lucca-dalla-stazione-fs-al-polo-fieristico,2 km,strada,asfalto,1 %,5 m,15
4909,4790,Lucca: La Cappella - Quaranta - inizio sentiero di Montecatino,https://www.piste-ciclabili.com/itinerari/4790-lucca-la-cappella-quaranta-inizio-sentiero-di-montecatino,6 km,ciclostrada,asfalto,26 %,334 m,15
4910,3406,Lucca: mura della città (anello),https://www.piste-ciclabili.com/itinerari/3406-lucca-mura-della-citt-anello,5 km,ciclopedonale,misto,5 %,10 m,15
4911,5126,Lucca: Ospedale San Luca - Ciclabile di Via Alighieri e Viale Castracani,https://www.piste-ciclabili.com/itinerari/5126-lucca-ospedale-san-luca-ciclabile-di-via-alighieri-e-viale-castracani,1 km,ciclabile,asfalto,5 %,5 m,15
4912,4387,Lucca: parcheggio di Via delle Tagliate - San Frediano,https://www.piste-ciclabili.com/itinerari/4387-lucca-parcheggio-di-via-delle-tagliate-san-frediano,1 km,ciclopedonale,asfalto,6 %,10 m,15
4913,4244,Lucca: Parco fluviale (parte ciclopedonale) percorso breve,https://www.piste-ciclabili.com/itinerari/4244-lucca-parco-fluviale-parte-ciclopedonale-percorso-breve,2 km,ciclopedonale,ghiaia,0 %,2 m,15
4914,4246,Lucca: Parco fluviale (parte ciclopedonale) percorso Lungo (anello),https://www.piste-ciclabili.com/itinerari/4246-lucca-parco-fluviale-parte-ciclopedonale-percorso-lungo-anello,8 km,ciclopedonale,misto,5 %,5 m,15
4915,4245,Lucca: Parco fluviale (parte stradale),https://www.piste-ciclabili.com/itinerari/4245-lucca-parco-fluviale-parte-stradale,2 km,strada,asfalto,3 %,6 m,15
4916,5923,Lucca: passaggio da Via Barbantini a Via Roosvelt lungo le sponde del del fosso Piscilla,https://www.piste-ciclabili.com/itinerari/5923-lucca-passaggio-da-via-barbantini-a-via-roosvelt-lungo-le-sponde-del-del-fosso-piscilla,1 km,ciclopedonale,misto,10 %,2 m,15
4917,5925,Lucca: passaggio da Via Farnesi a Via Civitali,https://www.piste-ciclabili.com/itinerari/5925-lucca-passaggio-da-via-farnesi-a-via-civitali,0 km,ciclopedonale,terra,2 %,1 m,15
4918,5924,Lucca: Passaggio da Via Farnesi a Via San Marco,https://www.piste-ciclabili.com/itinerari/5924-lucca-passaggio-da-via-farnesi-a-via-san-marco,1 km,ciclopedonale,misto,0 %,0 m,15
4919,5926,Lucca: passaggio da Via Farnesi a Via San Marco mediante Via Paolini,https://www.piste-ciclabili.com/itinerari/5926-lucca-passaggio-da-via-farnesi-a-via-san-marco-mediante-via-paolini,1 km,ciclopedonale,terra,0 %,1 m,15
4920,5332,Lucca: passeggiata fuori dalle righe lungo gli spalti di fronte alle Mura,https://www.piste-ciclabili.com/itinerari/5332-lucca-passeggiata-fuori-dalle-righe-lungo-gli-spalti-di-fronte-alle-mura,1 km,sentiero,misto,3 %,2 m,15
4921,4278,Lucca: piazzale Verdi - campo di Atletica e palazzetto dello sport,https://www.piste-ciclabili.com/itinerari/4278-lucca-piazzale-verdi-campo-di-atletica-e-palazzetto-dello-sport,2 km,ciclopedonale,asfalto,4 %,4 m,15
4922,4786,Lucca: salita al convento di San Cerbone,https://www.piste-ciclabili.com/itinerari/4786-lucca-salita-al-convento-di-san-cerbone,3 km,ciclostrada,asfalto,0 %,140 m,15
4923,4243,Lucca: Sant'Alessio - Forci - San Martino in Freddana,https://www.piste-ciclabili.com/itinerari/4243-lucca-santalessio-forci-san-martino-in-freddana,12 km,strada,asfalto,21 %,286 m,15
4924,4792,Lucca: Sentiero di Montecatino,https://www.piste-ciclabili.com/itinerari/4792-lucca-sentiero-di-montecatino,2 km,sentiero,terra,1 %,96 m,15
4925,4423,Lucca: sortita di Via dei Bacchettoni,https://www.piste-ciclabili.com/itinerari/4423-lucca-sortita-di-via-dei-bacchettoni,1 km,pedonale,asfalto,5 %,4 m,15
4926,4420,Lucca: sortita dei macelli,https://www.piste-ciclabili.com/itinerari/4420-lucca-sortita-dei-macelli,1 km,ciclopedonale,asfalto,6 %,6 m,15
4927,4422,Lucca: sortita della Casa del Boia,https://www.piste-ciclabili.com/itinerari/4422-lucca-sortita-della-casa-del-boia,1 km,pedonale,asfalto,4 %,4 m,15
4928,4421,Lucca: sortita della farmacia comunale,https://www.piste-ciclabili.com/itinerari/4421-lucca-sortita-della-farmacia-comunale,1 km,pedonale,asfalto,0 %,4 m,15
4929,4418,Lucca: sortita della manifattura tabacchi,https://www.piste-ciclabili.com/itinerari/4418-lucca-sortita-della-manifattura-tabacchi,1 km,ciclopedonale,asfalto,2 %,5 m,15
4930,4419,Lucca: sortita della stazione ferroviaria,https://www.piste-ciclabili.com/itinerari/4419-lucca-sortita-della-stazione-ferroviaria,1 km,pedonale,asfalto,5 %,4 m,15
4931,4424,Lucca: sortita di Via dei Buiamonti,https://www.piste-ciclabili.com/itinerari/4424-lucca-sortita-di-via-dei-buiamonti,1 km,pedonale,asfalto,4 %,2 m,15
4932,5952,Lucca: Via delle Piagge (ovvero da Montesanquirico a Sant'Alessio per via tranquilla),https://www.piste-ciclabili.com/itinerari/5952-lucca-via-delle-piagge-ovvero-da-montesanquirico-a-santalessio-per-via-tranquilla,3 km,ciclostrada,asfalto,5 %,8 m,15
4933,4366,Lucca: Villa Patrizia - Villa Altieri,https://www.piste-ciclabili.com/itinerari/4366-lucca-villa-patrizia-villa-altieri,4 km,ciclostrada,asfalto,10 %,22 m,15
4934,4702,Lucchio: salita al Castello,https://www.piste-ciclabili.com/itinerari/4702-lucchio-salita-al-castello,3 km,sentiero,asfalto,25 %,151 m,15
4935,2216,Lungarno Galilei,https://www.piste-ciclabili.com/itinerari/2216-lungarno-galilei,1 km,ciclabile,asfalto,3 %,8 m,15
4936,5722,Lungo Greve,https://www.piste-ciclabili.com/itinerari/5722-lungo-greve,2 km,ciclopedonale,terra,8 %,6 m,15
4937,92,Lungomare labronico,https://www.piste-ciclabili.com/itinerari/92-lungomare-labronico,7 km,ciclopedonale,misto,2 %,6 m,15
4938,5381,Madonna del Monte - Montereggio - Mulazzo,https://www.piste-ciclabili.com/itinerari/5381-madonna-del-monte-montereggio-mulazzo,13 km,ciclostrada,asfalto,28 %,583 m,15
4939,5387,Madonna del Monte: anello del santuario,https://www.piste-ciclabili.com/itinerari/5387-madonna-del-monte-anello-del-santuario,1 km,sentiero,terra,26 %,24 m,15
4940,4629,Madonna dell'Acero - Lago Scaffaiolo,https://www.piste-ciclabili.com/itinerari/4629-madonna-dellacero-lago-scaffaiolo,5 km,sentiero,misto,28 %,608 m,15
4941,5155,Maggiano: dalle Poste alla Chiesa passando per Arliano,https://www.piste-ciclabili.com/itinerari/5155-maggiano-dalle-poste-alla-chiesa-passando-per-arliano,4 km,ciclostrada,asfalto,10 %,23 m,15
4942,3534,Malmantile - San Romolo (anello),https://www.piste-ciclabili.com/itinerari/3534-malmantile-san-romolo-anello,19 km,sentiero,misto,22 %,197 m,15
4943,4401,Malocchio - bivio itinerario per Macchino,https://www.piste-ciclabili.com/itinerari/4401-malocchio-bivio-itinerario-per-macchino,2 km,ciclostrada,asfalto,22 %,22 m,15
4944,5935,Malocchio: anello,https://www.piste-ciclabili.com/itinerari/5935-malocchio-anello,3 km,sentiero,misto,25 %,151 m,15
4945,4728,Mammiano basso - ponte sospeso,https://www.piste-ciclabili.com/itinerari/4728-mammiano-basso-ponte-sospeso,1 km,sentiero,asfalto,20 %,45 m,15
4946,4085,Manciano - Stellata - Neriana (anello),https://www.piste-ciclabili.com/itinerari/4085-manciano-stellata-neriana-anello,8 km,strada,misto,15 %,135 m,15
4947,2723,Maremma leggera,https://www.piste-ciclabili.com/itinerari/2723-maremma-leggera,29 km,sentiero,misto,0 %,0 m,15
4948,2749,Maremma Orbetellana e Capalbiese,https://www.piste-ciclabili.com/itinerari/2749-maremma-orbetellana-e-capalbiese,55 km,ciclostrada,misto,12 %,187 m,15
4949,2733,Maremma Pesante,https://www.piste-ciclabili.com/itinerari/2733-maremma-pesante,22 km,sentiero,misto,26 %,235 m,15
4950,5694,Margine Coperta - Colle di Buggiano (via Falciano),https://www.piste-ciclabili.com/itinerari/5694-margine-coperta-colle-di-buggiano-via-falciano,2 km,strada,asfalto,20 %,128 m,15
4951,4831,Margine Coperta - Massa,https://www.piste-ciclabili.com/itinerari/4831-margine-coperta-massa,4 km,ciclostrada,asfalto,25 %,221 m,15
4952,4399,Marginone - Montecarlo,https://www.piste-ciclabili.com/itinerari/4399-marginone-montecarlo,3 km,strada,asfalto,8 %,100 m,15
4953,2256,Marina di bibbona - Guardistallo - Volterra (anello),https://www.piste-ciclabili.com/itinerari/2256-marina-di-bibbona-guardistallo-volterra-anello,89 km,strada,asfalto,25 %,526 m,15
4954,2462,Marina di Bibbona - Marina di Cecina,https://www.piste-ciclabili.com/itinerari/2462-marina-di-bibbona-marina-di-cecina,6 km,ciclopedonale,terra,0 %,3 m,15
4955,498,Marina di Grosseto - Castiglione della Pescaia,https://www.piste-ciclabili.com/itinerari/498-marina-di-grosseto-castiglione-della-pescaia,7 km,ciclopedonale,asfalto,0 %,5 m,15
4956,3844,Marina di Grosseto - Principina a Mare,https://www.piste-ciclabili.com/itinerari/3844-marina-di-grosseto-principina-a-mare,2 km,ciclopedonale,asfalto,1 %,3 m,15
4957,4349,Marina di Massa - Bocca di Magra,https://www.piste-ciclabili.com/itinerari/4349-marina-di-massa-bocca-di-magra,16 km,strada,asfalto,11 %,20 m,15
4958,3109,Marina di Massa: ciclabile viale a Mare,https://www.piste-ciclabili.com/itinerari/3109-marina-di-massa-ciclabile-viale-a-mare,5 km,ciclabile,asfalto,2 %,4 m,15
4959,3121,Marina di massa: pista ciclabile lungo il Frigido,https://www.piste-ciclabili.com/itinerari/3121-marina-di-massa-pista-ciclabile-lungo-il-frigido,7 km,ciclabile,terra,10 %,11 m,15
4960,5243,Marina di Pietrasanta (Tonfano) - Massa (per vie a traffico ridotto),https://www.piste-ciclabili.com/itinerari/5243-marina-di-pietrasanta-tonfano-massa-per-vie-a-traffico-ridotto,17 km,strada,asfalto,5 %,14 m,15
4961,4332,Marina di Pietrasanta - Monteggiori - S.Anna di Stazzema,https://www.piste-ciclabili.com/itinerari/4332-marina-di-pietrasanta-monteggiori-sanna-di-stazzema,16 km,strada,asfalto,29 %,662 m,15
4962,4329,Marina di Pietrasanta: ciclabile del teatro,https://www.piste-ciclabili.com/itinerari/4329-marina-di-pietrasanta-ciclabile-del-teatro,1 km,ciclopedonale,asfalto,1 %,6 m,15
4963,4368,Marina di Pietrasanta: Ciclabile di Via Carducci,https://www.piste-ciclabili.com/itinerari/4368-marina-di-pietrasanta-ciclabile-di-via-carducci,2 km,ciclopedonale,asfalto,0 %,1 m,15
4964,4352,Marina di Pietrasanta: ciclabile di Via Wyhlen,https://www.piste-ciclabili.com/itinerari/4352-marina-di-pietrasanta-ciclabile-di-via-wyhlen,1 km,ciclopedonale,asfalto,5 %,2 m,15
4965,5231,Marina di Pietrasanta: Via del Sale e Via Ficalucci,https://www.piste-ciclabili.com/itinerari/5231-marina-di-pietrasanta-via-del-sale-e-via-ficalucci,3 km,ciclostrada,asfalto,1 %,2 m,15
4966,1069,Marina di Pisa - Tirrenia - Calambrone,https://www.piste-ciclabili.com/itinerari/1069-marina-di-pisa-tirrenia-calambrone,6 km,ciclopedonale,asfalto,3 %,7 m,15
4967,2528,Marina di Pisa: lungomare,https://www.piste-ciclabili.com/itinerari/2528-marina-di-pisa-lungomare,2 km,ciclabile,asfalto,0 %,2 m,15
4968,4536,Marinella di Sarzana - Area archeologica dell'antica Luni,https://www.piste-ciclabili.com/itinerari/4536-marinella-di-sarzana-area-archeologica-dellantica-luni,5 km,strada,asfalto,5 %,7 m,15
4969,4298,Marlia - Matraia - Valgiano,https://www.piste-ciclabili.com/itinerari/4298-marlia-matraia-valgiano,6 km,strada,asfalto,20 %,266 m,15
4970,4492,Marlia - San Colombano - Valgiano (anello),https://www.piste-ciclabili.com/itinerari/4492-marlia-san-colombano-valgiano-anello,11 km,strada,asfalto,20 %,287 m,15
4971,4890,Marliana - Goraiolo (anello),https://www.piste-ciclabili.com/itinerari/4890-marliana-goraiolo-anello,12 km,strada,asfalto,26 %,381 m,15
4972,5224,Massa - Canevara - Pasquilio (salita),https://www.piste-ciclabili.com/itinerari/5224-massa-canevara-pasquilio-salita,13 km,strada,asfalto,28 %,770 m,15
4973,4649,Massa - Resceto (Via Vandelli tratto massese),https://www.piste-ciclabili.com/itinerari/4649-massa-resceto-via-vandelli-tratto-massese,11 km,ciclostrada,asfalto,27 %,467 m,15
4974,4328,Massa - S.Carlo Po,https://www.piste-ciclabili.com/itinerari/4328-massa-scarlo-po,4 km,strada,asfalto,28 %,248 m,15
